Qubit,Pair,T1 (µs),T2 (µs),f1QRB,f1QRB std err,f1Q sim. RB,f1Q sim. RB std err,fRO,fISWAP,Avg T1,Avg T2,Avg f1QRB,Avg fRO
30,,38.86001819930485,19.671850607139163,0.9991860128154142,0.00003309604048856029,0.9977070378013485,0.00019323743498729658,0.98,,,,,
31,,31.28533215734919,18.523654760960184,0.9990473080896619,0.00004900009140343057,0.9986720859093962,0.00009119034239184312,0.972,,,,,
32,,8.075668791462931,11.941576875340587,0.9874001969935283,0.0010959107843620385,0.9879672792220139,0.001736214010834027,0.967,,,,,
33,,32.46057577288575,22.48660920489698,0.9987938751638231,0.00012224264678324906,0.9958354503373831,0.00047593303774592514,0.913,,,,,
34,,48.05779801686505,35.220650919765006,0.9994410905601441,0.000017525217803604178,0.9991774326689987,0.000022071251063633292,0.952,,,,,
35,,24.97957719005406,30.69654063825311,0.9995862659579912,0.000036923723506049056,0.9992459312123588,0.00002229628733841981,0.956,,,,,
36,,38.36594087935907,19.44521601715543,0.9993294769160493,0.000017238293006638158,0.9986552515330821,0.00005044236848225726,0.979,,,,,
37,,9.113450230469056,10.217405976398197,0.9978555602705812,0.00006734478181197562,0.9971961138995781,0.00006184115825348564,0.929,,,,,
38,,35.22447124382211,20.397147742823307,0.9992511959704178,0.000019248558649177976,0.9986266665518975,0.00003950392789849317,0.971,,,,,
39,,17.158154582253005,15.207201637501555,0.9932926643095008,0.0003569074268777882,0.9964419347339512,0.0003936102340164818,0.962,,,,,
40,,22.618748734881677,8.54166757568997,0.9962999459022324,0.00036050483072159307,0.9958309178362097,0.00016560974116758536,0.952,,,,,
41,,0.3583518988214962,52.17361555720501,0.9836882211651868,0.004004361985765588,0.991624208428393,0.001590413425832904,0.827,,,,,
43,,27.012041772911388,15.04806921293067,0.9987876248843709,0.0003564926854288151,0.9986148682798518,0.00007504447312584548,0.983,,,,,
44,,49.78840963687503,21.1746678544511,0.9992675384900126,0.00003640350587022522,0.9988052754932041,0.00011841403606119801,0.988,,,,,
45,,59.61202846482827,15.996826535635833,0.9993772727457644,0.0000225326040293653,0.99903733293884,0.00011235446713419198,0.979,,,,,
46,,52.22031533858029,14.09947249753074,0.9891813486972316,0.001130952048160774,0.9860627843605098,0.0007438971116032723,0.8959999999999999,,,,,
47,,43.423568878653285,23.326086183494965,0.9989712406137624,0.000040065752563561805,0.9980444455468821,0.0001657420050258819,0.956,,,,,
49,,13.368281707837326,5.5441709090331415,0.9983161770556168,0.00008021085589149549,0.9972071612902388,0.000123208570965881,0.7909999999999999,,,,,
50,,50.992469066368784,21.63091641982362,0.9991936891076255,0.000028263164212696572,0.9988367511939316,0.00005431380988093929,0.959,,,,,
51,,39.47778096136112,22.50165641282109,0.9993144941492861,0.000022817264243639897,0.9985304595200384,0.00014360370988354188,0.987,,,,,
52,,12.173825568284613,8.417110563208041,0.9946340320141149,0.0004631181379202009,0.9934945038758727,0.0005481889885020049,0.883,,,,,
53,,0,5.367916245724302,0.5,1,0.5,1,0.612,,,,,
54,,30.193333561800983,22.289511115491933,0.9991537981723216,0.0000363464277536808,0.9988303476756747,0.00006751996043800606,0.964,,,,,
55,,29.310864408271797,23.251365096621512,0.9992278108976519,0.00002142793004220629,0.9988954604116657,0.00004157142642698074,0.874,,,,,
